Video,Predicted,Real,Fake,Total,Label,Accuracy (%),Real (%),Fake (%)
21_09__exit_phone_room__CGIID3GV.mp4,0,31,0,31,0,100,100,0
21_09__exit_phone_room__JEELOMN2.mp4,0,31,0,31,0,100,100,0
21_09__hugging_happy__O9ER29Z6.mp4,1,0,31,31,0,0,0,100
21_09__hugging_happy__Z8H2TRCI.mp4,1,0,31,31,0,0,0,100
21_09__kitchen_pan__JEELOMN2.mp4,0,16,15,31,0,100,51.61290323,48.38709677
21_09__kitchen_pan__WBPEX4CU.mp4,0,24,7,31,0,100,77.41935484,22.58064516
21_09__kitchen_pan__Z8H2TRCI.mp4,1,14,17,31,0,0,45.16129032,54.83870968
21_09__kitchen_still__JEELOMN2.mp4,1,0,31,31,0,0,0,100
21_09__kitchen_still__LBQF8ZN1.mp4,1,0,31,31,0,0,0,100
21_09__kitchen_still__PF4WD2KJ.mp4,1,0,31,31,0,0,0,100
21_09__outside_talking_still_laughing__O9ER29Z6.mp4,0,31,0,31,0,100,100,0
21_09__podium_speech_happy__J7SQKGUR.mp4,1,0,31,31,0,0,0,100
21_09__podium_speech_happy__JEELOMN2.mp4,1,0,31,31,0,0,0,100
21_09__talking_against_wall__JEELOMN2.mp4,1,0,31,31,0,0,0,100
21_09__talking_against_wall__LBQF8ZN1.mp4,1,0,31,31,0,0,0,100
21_09__talking_angry_couch__CGIID3GV.mp4,1,0,31,31,0,0,0,100
21_09__walking_down_indoor_hall_disgust__JEELOMN2.mp4,1,0,31,31,0,0,0,100
21_09__walking_down_street_outside_angry__JEELOMN2.mp4,1,0,31,31,0,0,0,100
21_09__walking_outside_cafe_disgusted__J7SQKGUR.mp4,1,5,26,31,0,0,16.12903226,83.87096774
21_09__walking_outside_cafe_disgusted__JEELOMN2.mp4,1,0,31,31,0,0,0,100
21_09__walking_outside_cafe_disgusted__MDMWQZUP.mp4,1,1,30,31,0,0,3.225806452,96.77419355
21_09__walking_outside_cafe_disgusted__Z8H2TRCI.mp4,1,5,26,31,0,0,16.12903226,83.87096774
21_09__walk_down_hall_angry__WBPEX4CU.mp4,0,30,1,31,0,100,96.77419355,3.225806452
21_11__exit_phone_room__DTBJTNSN.mp4,0,31,0,31,0,100,100,0
21_11__hugging_happy__USLHUQDI.mp4,1,0,31,31,0,0,0,100
21_11__kitchen_pan__N6YQW2AP.mp4,0,26,5,31,0,100,83.87096774,16.12903226
21_11__kitchen_pan__T7DK03O1.mp4,0,27,4,31,0,100,87.09677419,12.90322581
21_11__kitchen_still__T7DK03O1.mp4,1,0,31,31,0,0,0,100
21_11__podium_speech_happy__T7DK03O1.mp4,1,0,31,31,0,0,0,100
21_11__talking_against_wall__DTBJTNSN.mp4,1,2,29,31,0,0,6.451612903,93.5483871
21_11__talking_against_wall__T7DK03O1.mp4,1,0,31,31,0,0,0,100
21_11__talking_angry_couch__T7DK03O1.mp4,1,0,31,31,0,0,0,100
21_11__walking_down_indoor_hall_disgust__T7DK03O1.mp4,1,0,31,31,0,0,0,100
21_11__walking_down_street_outside_angry__USLHUQDI.mp4,1,0,31,31,0,0,0,100
21_11__walking_outside_cafe_disgusted__DU9VH27B.mp4,1,1,30,31,0,0,3.225806452,96.77419355
21_11__walking_outside_cafe_disgusted__T7DK03O1.mp4,1,0,31,31,0,0,0,100
21_11__walk_down_hall_angry__T7DK03O1.mp4,0,30,1,31,0,100,96.77419355,3.225806452
21_11__walk_down_hall_angry__USLHUQDI.mp4,0,30,1,31,0,100,96.77419355,3.225806452
21_12__kitchen_pan__ME7E3R1D.mp4,0,19,12,31,0,100,61.29032258,38.70967742
21_12__kitchen_still__ME7E3R1D.mp4,1,6,25,31,0,0,19.35483871,80.64516129
21_12__outside_talking_pan_laughing__ME7E3R1D.mp4,0,30,1,31,0,100,96.77419355,3.225806452
21_12__walking_and_outside_surprised__J54W3PV1.mp4,1,0,31,31,0,0,0,100
21_14__exit_phone_room__IRKML4J0.mp4,0,31,0,31,0,100,100,0
21_14__hugging_happy__N0WM4GSV.mp4,1,0,31,31,0,0,0,100
21_14__kitchen_still__IRKML4J0.mp4,1,0,31,31,0,0,0,100
21_14__outside_talking_still_laughing__IRKML4J0.mp4,0,30,1,31,0,100,96.77419355,3.225806452
21_14__outside_talking_still_laughing__N0WM4GSV.mp4,0,31,0,31,0,100,100,0
21_14__podium_speech_happy__IRKML4J0.mp4,1,0,31,31,0,0,0,100
21_14__podium_speech_happy__N0WM4GSV.mp4,1,0,31,31,0,0,0,100
21_14__talking_angry_couch__IRKML4J0.mp4,1,0,31,31,0,0,0,100
21_14__talking_angry_couch__N0WM4GSV.mp4,1,0,31,31,0,0,0,100
21_14__walking_and_outside_surprised__N0WM4GSV.mp4,1,0,31,31,0,0,0,100
21_14__walking_down_street_outside_angry__N0WM4GSV.mp4,1,0,31,31,0,0,0,100
21_14__walking_outside_cafe_disgusted__N0WM4GSV.mp4,1,4,27,31,0,0,12.90322581,87.09677419
21_14__walk_down_hall_angry__N0WM4GSV.mp4,0,31,0,31,0,100,100,0
21_15__exit_phone_room__87WSBJP3.mp4,0,31,0,31,0,100,100,0
21_15__hugging_happy__87WSBJP3.mp4,1,0,31,31,0,0,0,100
21_15__kitchen_pan__87WSBJP3.mp4,0,19,12,31,0,100,61.29032258,38.70967742
21_15__outside_talking_pan_laughing__87WSBJP3.mp4,0,29,2,31,0,100,93.5483871,6.451612903
21_15__talking_against_wall__87WSBJP3.mp4,1,1,30,31,0,0,3.225806452,96.77419355
21_15__talking_against_wall__JDPD580N.mp4,1,0,31,31,0,0,0,100
21_15__walking_down_indoor_hall_disgust__87WSBJP3.mp4,1,0,31,31,0,0,0,100
21_15__walking_outside_cafe_disgusted__87WSBJP3.mp4,1,0,31,31,0,0,0,100
21_18__outside_talking_pan_laughing__PQFTWVRQ.mp4,0,29,2,31,0,100,93.5483871,6.451612903
21_18__walking_down_indoor_hall_disgust__PQFTWVRQ.mp4,1,0,31,31,0,0,0,100
21_20__hugging_happy__ZCB5OMEW.mp4,1,0,31,31,0,0,0,100
21_20__kitchen_still__ZCB5OMEW.mp4,1,4,27,31,0,0,12.90322581,87.09677419
21_20__walking_down_indoor_hall_disgust__5LWO5ZDA.mp4,1,0,31,31,0,0,0,100
21_20__walking_down_indoor_hall_disgust__ZCB5OMEW.mp4,1,0,31,31,0,0,0,100
21_20__walking_down_street_outside_angry__ZCB5OMEW.mp4,1,0,31,31,0,0,0,100
21_20__walk_down_hall_angry__ZCB5OMEW.mp4,0,30,1,31,0,100,96.77419355,3.225806452
21_25__hugging_happy__2R46UX3R.mp4,1,0,31,31,0,0,0,100
21_25__hugging_happy__NFBISHIN.mp4,1,0,31,31,0,0,0,100
21_25__outside_talking_pan_laughing__2R46UX3R.mp4,0,29,2,31,0,100,93.5483871,6.451612903
21_25__outside_talking_pan_laughing__NFBISHIN.mp4,0,29,2,31,0,100,93.5483871,6.451612903
21_25__podium_speech_happy__NFBISHIN.mp4,1,0,31,31,0,0,0,100
21_25__talking_against_wall__NFBISHIN.mp4,1,1,30,31,0,0,3.225806452,96.77419355
21_25__talking_angry_couch__NFBISHIN.mp4,1,0,31,31,0,0,0,100
21_25__walking_and_outside_surprised__NFBISHIN.mp4,1,0,31,31,0,0,0,100
21_25__walking_down_indoor_hall_disgust__2R46UX3R.mp4,1,0,31,31,0,0,0,100
21_25__walking_down_street_outside_angry__2R46UX3R.mp4,1,0,31,31,0,0,0,100
21_25__walking_down_street_outside_angry__NFBISHIN.mp4,1,0,31,31,0,0,0,100
21_25__walking_outside_cafe_disgusted__2R46UX3R.mp4,1,1,30,31,0,0,3.225806452,96.77419355
21_25__walking_outside_cafe_disgusted__NFBISHIN.mp4,1,0,31,31,0,0,0,100
21_25__walk_down_hall_angry__NFBISHIN.mp4,0,31,0,31,0,100,100,0
22_10__exit_phone_room__8YQ2EUQP.mp4,0,31,0,31,0,100,100,0
22_10__kitchen_pan__EHARPYBT.mp4,1,2,29,31,0,0,6.451612903,93.5483871
22_10__kitchen_still__1TXK09OY.mp4,0,23,8,31,0,100,74.19354839,25.80645161
22_10__kitchen_still__8YQ2EUQP.mp4,0,22,9,31,0,100,70.96774194,29.03225806
22_10__kitchen_still__J2HR5HKH.mp4,0,23,8,31,0,100,74.19354839,25.80645161
22_10__outside_talking_pan_laughing__1TXK09OY.mp4,1,9,22,31,0,0,29.03225806,70.96774194
22_10__outside_talking_pan_laughing__8YQ2EUQP.mp4,1,6,25,31,0,0,19.35483871,80.64516129
22_10__outside_talking_pan_laughing__PUJR4HJ1.mp4,1,7,24,31,0,0,22.58064516,77.41935484
22_10__outside_talking_still_laughing__J2HR5HKH.mp4,1,0,31,31,0,0,0,100
22_10__podium_speech_happy__FY7YI0AJ.mp4,1,0,31,31,0,0,0,100
22_10__secret_conversation__PUJR4HJ1.mp4,1,0,30,30,0,0,0,100
22_10__talking_against_wall__X803B18R.mp4,1,1,30,31,0,0,3.225806452,96.77419355
22_10__walking_and_outside_surprised__8YQ2EUQP.mp4,1,0,31,31,0,0,0,100
22_10__walking_and_outside_surprised__C1U7OY5M.mp4,1,0,31,31,0,0,0,100
22_10__walking_and_outside_surprised__G48B2EQ2.mp4,1,0,31,31,0,0,0,100
22_10__walking_down_indoor_hall_disgust__8YQ2EUQP.mp4,1,0,31,31,0,0,0,100
22_10__walking_down_street_outside_angry__1TXK09OY.mp4,1,0,31,31,0,0,0,100
22_10__walking_down_street_outside_angry__8YQ2EUQP.mp4,1,0,31,31,0,0,0,100
22_10__walk_down_hall_angry__FY7YI0AJ.mp4,0,31,0,31,0,100,100,0
22_10__walk_down_hall_angry__G48B2EQ2.mp4,0,31,0,31,0,100,100,0
22_10__walk_down_hall_angry__PUJR4HJ1.mp4,0,31,0,31,0,100,100,0
22_19__kitchen_still__VK6BF5NV.mp4,0,20,11,31,0,100,64.51612903,35.48387097
22_19__outside_talking_pan_laughing__VK6BF5NV.mp4,1,13,18,31,0,0,41.93548387,58.06451613
22_19__talking_against_wall__VK6BF5NV.mp4,1,0,31,31,0,0,0,100
22_19__walking_and_outside_surprised__VK6BF5NV.mp4,1,0,31,31,0,0,0,100
22_19__walking_down_indoor_hall_disgust__VK6BF5NV.mp4,1,0,31,31,0,0,0,100
22_19__walking_outside_cafe_disgusted__VK6BF5NV.mp4,0,25,6,31,0,100,80.64516129,19.35483871
22_19__walk_down_hall_angry__VK6BF5NV.mp4,0,31,0,31,0,100,100,0
22_23__exit_phone_room__X2ZN5Q31.mp4,0,31,0,31,0,100,100,0
22_23__kitchen_pan__TU7RHG0S.mp4,1,2,29,31,0,0,6.451612903,93.5483871
22_23__kitchen_pan__W9MT3Q5K.mp4,1,1,30,31,0,0,3.225806452,96.77419355
22_23__outside_talking_pan_laughing__J671JKCH.mp4,1,4,27,31,0,0,12.90322581,87.09677419
22_23__outside_talking_pan_laughing__TU7RHG0S.mp4,1,4,27,31,0,0,12.90322581,87.09677419
22_23__outside_talking_still_laughing__10R2HRAU.mp4,1,0,31,31,0,0,0,100
22_23__outside_talking_still_laughing__W9MT3Q5K.mp4,1,0,31,31,0,0,0,100
22_23__secret_conversation__10R2HRAU.mp4,1,0,29,29,0,0,0,100
22_23__secret_conversation__J8JK3NBV.mp4,1,0,31,31,0,0,0,100
22_23__walking_and_outside_surprised__J671JKCH.mp4,1,0,31,31,0,0,0,100
22_23__walking_and_outside_surprised__NUTQ0HJ5.mp4,1,0,31,31,0,0,0,100
22_23__walking_and_outside_surprised__TU7RHG0S.mp4,1,0,31,31,0,0,0,100
22_23__walking_outside_cafe_disgusted__J8JK3NBV.mp4,0,27,4,31,0,100,87.09677419,12.90322581
22_23__walk_down_hall_angry__J671JKCH.mp4,0,31,0,31,0,100,100,0
22_23__walk_down_hall_angry__NUTQ0HJ5.mp4,0,31,0,31,0,100,100,0
22_24__kitchen_pan__XL557XC6.mp4,1,3,28,31,0,0,9.677419355,90.32258065
22_24__kitchen_still__7E3GY85F.mp4,0,27,4,31,0,100,87.09677419,12.90322581
22_24__outside_talking_pan_laughing__XL557XC6.mp4,1,11,20,31,0,0,35.48387097,64.51612903
22_24__outside_talking_still_laughing__XL557XC6.mp4,1,0,31,31,0,0,0,100
22_24__talking_against_wall__7E3GY85F.mp4,1,2,29,31,0,0,6.451612903,93.5483871
22_24__talking_against_wall__XL557XC6.mp4,1,0,31,31,0,0,0,100
22_24__walking_and_outside_surprised__7E3GY85F.mp4,1,0,31,31,0,0,0,100
22_24__walking_and_outside_surprised__XL557XC6.mp4,1,0,31,31,0,0,0,100
22_24__walking_down_street_outside_angry__7E3GY85F.mp4,1,0,31,31,0,0,0,100
22_24__walking_down_street_outside_angry__XL557XC6.mp4,1,0,31,31,0,0,0,100
22_24__walking_outside_cafe_disgusted__XL557XC6.mp4,0,26,5,31,0,100,83.87096774,16.12903226
22_24__walk_down_hall_angry__7E3GY85F.mp4,0,31,0,31,0,100,100,0
23_10__exit_phone_room__W4BDINQ5.mp4,0,31,0,31,0,100,100,0
23_10__outside_talking_pan_laughing__ZHJO34DY.mp4,1,0,31,31,0,0,0,100
23_10__outside_talking_still_laughing__CU6SNBFZ.mp4,1,0,31,31,0,0,0,100
23_10__secret_conversation__CU6SNBFZ.mp4,1,0,31,31,0,0,0,100
23_10__talking_against_wall__W02WYPCX.mp4,1,0,31,31,0,0,0,100
23_10__talking_against_wall__W4BDINQ5.mp4,1,0,31,31,0,0,0,100
23_10__walking_and_outside_surprised__W4BDINQ5.mp4,1,0,31,31,0,0,0,100
23_10__walking_down_indoor_hall_disgust__GYY4VANY.mp4,1,0,31,31,0,0,0,100
23_10__walking_down_street_outside_angry__W02WYPCX.mp4,1,0,31,31,0,0,0,100
23_10__walk_down_hall_angry__GYY4VANY.mp4,0,30,1,31,0,100,96.77419355,3.225806452
23_10__walk_down_hall_angry__ZHJO34DY.mp4,0,31,0,31,0,100,100,0
23_19__hugging_happy__H4SUVFTL.mp4,1,0,31,31,0,0,0,100
23_19__hugging_happy__WHQ1229T.mp4,1,0,31,31,0,0,0,100
23_19__kitchen_pan__H4SUVFTL.mp4,0,28,3,31,0,100,90.32258065,9.677419355
23_19__kitchen_pan__WHQ1229T.mp4,0,30,1,31,0,100,96.77419355,3.225806452
23_19__kitchen_still__WHQ1229T.mp4,1,0,31,31,0,0,0,100
23_19__outside_talking_pan_laughing__H4SUVFTL.mp4,1,0,31,31,0,0,0,100
23_19__outside_talking_still_laughing__D1K19NUP.mp4,1,0,31,31,0,0,0,100
23_19__podium_speech_happy__D1K19NUP.mp4,0,31,0,31,0,100,100,0
23_19__secret_conversation__H4SUVFTL.mp4,1,0,31,31,0,0,0,100
23_19__talking_against_wall__H4SUVFTL.mp4,1,0,31,31,0,0,0,100
23_19__talking_angry_couch__D1K19NUP.mp4,1,0,31,31,0,0,0,100
23_19__talking_angry_couch__F7U8UY7V.mp4,1,0,31,31,0,0,0,100
23_19__talking_angry_couch__WHQ1229T.mp4,1,0,31,31,0,0,0,100
23_19__walking_and_outside_surprised__F7U8UY7V.mp4,1,0,31,31,0,0,0,100
23_19__walking_and_outside_surprised__H4SUVFTL.mp4,1,0,31,31,0,0,0,100
23_19__walking_down_indoor_hall_disgust__H4SUVFTL.mp4,1,0,31,31,0,0,0,100
23_19__walking_outside_cafe_disgusted__D1K19NUP.mp4,1,3,28,31,0,0,9.677419355,90.32258065
23_19__walking_outside_cafe_disgusted__F7U8UY7V.mp4,1,6,25,31,0,0,19.35483871,80.64516129
23_19__walking_outside_cafe_disgusted__H4SUVFTL.mp4,1,4,27,31,0,0,12.90322581,87.09677419
23_19__walking_outside_cafe_disgusted__WHQ1229T.mp4,1,9,22,31,0,0,29.03225806,70.96774194
23_19__walk_down_hall_angry__F7U8UY7V.mp4,0,31,0,31,0,100,100,0
23_19__walk_down_hall_angry__H4SUVFTL.mp4,0,30,1,31,0,100,96.77419355,3.225806452
23_22__exit_phone_room__10R2HRAU.mp4,0,31,0,31,0,100,100,0
23_22__kitchen_pan__W9MT3Q5K.mp4,0,29,2,31,0,100,93.5483871,6.451612903
23_22__kitchen_still__10R2HRAU.mp4,1,8,23,31,0,0,25.80645161,74.19354839
23_22__kitchen_still__J8JK3NBV.mp4,1,9,22,31,0,0,29.03225806,70.96774194
23_22__kitchen_still__X2ZN5Q31.mp4,1,2,29,31,0,0,6.451612903,93.5483871
23_22__outside_talking_pan_laughing__J671JKCH.mp4,1,0,31,31,0,0,0,100
23_22__outside_talking_still_laughing__W9MT3Q5K.mp4,1,0,31,31,0,0,0,100
23_22__secret_conversation__10R2HRAU.mp4,1,0,31,31,0,0,0,100
23_22__secret_conversation__AKZRL2QD.mp4,1,0,31,31,0,0,0,100
23_22__talking_against_wall__AKZRL2QD.mp4,1,0,31,31,0,0,0,100
23_22__talking_against_wall__NUTQ0HJ5.mp4,1,0,31,31,0,0,0,100
23_22__talking_against_wall__X2ZN5Q31.mp4,1,3,28,31,0,0,9.677419355,90.32258065
23_22__walking_and_outside_surprised__J671JKCH.mp4,1,0,31,31,0,0,0,100
23_22__walking_down_indoor_hall_disgust__TU7RHG0S.mp4,1,0,31,31,0,0,0,100
23_22__walking_down_street_outside_angry__AKZRL2QD.mp4,1,0,31,31,0,0,0,100
23_22__walking_outside_cafe_disgusted__TU7RHG0S.mp4,1,3,28,31,0,0,9.677419355,90.32258065
23_22__walking_outside_cafe_disgusted__X2ZN5Q31.mp4,1,10,21,31,0,0,32.25806452,67.74193548
23_22__walk_down_hall_angry__J671JKCH.mp4,0,31,0,31,0,100,100,0
23_24__kitchen_pan__YR5OVD4S.mp4,0,31,0,31,0,100,100,0
23_24__kitchen_still__MDSDXSNU.mp4,0,17,14,31,0,100,54.83870968,45.16129032
23_24__kitchen_still__YR5OVD4S.mp4,1,15,16,31,0,0,48.38709677,51.61290323
23_24__outside_talking_still_laughing__YR5OVD4S.mp4,1,0,31,31,0,0,0,100
23_24__podium_speech_happy__YR5OVD4S.mp4,0,31,0,31,0,100,100,0
23_24__secret_conversation__MDSDXSNU.mp4,1,0,31,31,0,0,0,100
23_24__talking_against_wall__YR5OVD4S.mp4,1,0,31,31,0,0,0,100
23_24__talking_angry_couch__MDSDXSNU.mp4,1,0,31,31,0,0,0,100
23_24__talking_angry_couch__YR5OVD4S.mp4,1,0,31,31,0,0,0,100
23_24__walking_and_outside_surprised__YR5OVD4S.mp4,1,0,31,31,0,0,0,100
23_24__walking_down_indoor_hall_disgust__MDSDXSNU.mp4,1,0,31,31,0,0,0,100
23_24__walking_down_street_outside_angry__YR5OVD4S.mp4,1,0,31,31,0,0,0,100
24_10__walking_down_street_outside_angry__356HPS7R.mp4,1,0,31,31,0,0,0,100
24_19__exit_phone_room__0ZFOV5ZE.mp4,0,26,5,31,0,100,83.87096774,16.12903226
24_19__exit_phone_room__59PN7WZ2.mp4,0,29,2,31,0,100,93.5483871,6.451612903
24_19__exit_phone_room__QD5K7BP2.mp4,1,13,18,31,0,0,41.93548387,58.06451613
24_19__kitchen_pan__QD5K7BP2.mp4,1,5,26,31,0,0,16.12903226,83.87096774
24_19__kitchen_still__RKQTC50P.mp4,1,4,27,31,0,0,12.90322581,87.09677419
24_19__outside_talking_pan_laughing__59PN7WZ2.mp4,0,26,5,31,0,100,83.87096774,16.12903226
24_19__outside_talking_pan_laughing__LVZNRK9S.mp4,0,26,5,31,0,100,83.87096774,16.12903226
24_19__outside_talking_pan_laughing__W1DEM0XM.mp4,0,25,6,31,0,100,80.64516129,19.35483871
24_19__outside_talking_still_laughing__59PN7WZ2.mp4,1,0,31,31,0,0,0,100
24_19__outside_talking_still_laughing__NPZW2Z9L.mp4,1,1,30,31,0,0,3.225806452,96.77419355
24_19__outside_talking_still_laughing__RKQTC50P.mp4,1,0,31,31,0,0,0,100
24_19__podium_speech_happy__OF8LF68K.mp4,0,31,0,31,0,100,100,0
24_19__podium_speech_happy__QD5K7BP2.mp4,0,31,0,31,0,100,100,0
24_19__secret_conversation__LVZNRK9S.mp4,1,0,31,31,0,0,0,100
24_19__secret_conversation__NPZW2Z9L.mp4,1,0,11,11,0,0,0,100
24_19__secret_conversation__QD5K7BP2.mp4,1,0,13,13,0,0,0,100
24_19__talking_against_wall__QD5K7BP2.mp4,0,31,0,31,0,100,100,0
24_19__talking_angry_couch__0ZFOV5ZE.mp4,1,0,31,31,0,0,0,100
24_19__walking_down_street_outside_angry__59PN7WZ2.mp4,1,0,31,31,0,0,0,100
24_19__walking_down_street_outside_angry__GNHYZ84G.mp4,1,0,31,31,0,0,0,100
24_19__walking_down_street_outside_angry__QD5K7BP2.mp4,1,0,31,31,0,0,0,100
24_19__walking_outside_cafe_disgusted__GNHYZ84G.mp4,0,18,13,31,0,100,58.06451613,41.93548387
24_19__walking_outside_cafe_disgusted__NPZW2Z9L.mp4,0,17,14,31,0,100,54.83870968,45.16129032
24_19__walk_down_hall_angry__59PN7WZ2.mp4,0,31,0,31,0,100,100,0
24_19__walk_down_hall_angry__OF8LF68K.mp4,0,31,0,31,0,100,100,0
24_19__walk_down_hall_angry__QD5K7BP2.mp4,0,31,0,31,0,100,100,0
24_22__kitchen_pan__XL557XC6.mp4,1,5,26,31,0,0,16.12903226,83.87096774
24_22__kitchen_still__7E3GY85F.mp4,1,4,27,31,0,0,12.90322581,87.09677419
24_22__outside_talking_pan_laughing__XL557XC6.mp4,0,25,6,31,0,100,80.64516129,19.35483871
24_22__outside_talking_still_laughing__XL557XC6.mp4,1,5,26,31,0,0,16.12903226,83.87096774
24_22__talking_against_wall__7E3GY85F.mp4,0,30,1,31,0,100,96.77419355,3.225806452
24_22__talking_against_wall__XL557XC6.mp4,0,31,0,31,0,100,100,0
24_22__talking_angry_couch__7E3GY85F.mp4,1,0,31,31,0,0,0,100
24_22__talking_angry_couch__XL557XC6.mp4,1,0,31,31,0,0,0,100
24_22__walking_down_street_outside_angry__7E3GY85F.mp4,1,0,31,31,0,0,0,100
24_22__walking_down_street_outside_angry__XL557XC6.mp4,1,0,31,31,0,0,0,100
24_22__walking_outside_cafe_disgusted__XL557XC6.mp4,1,12,19,31,0,0,38.70967742,61.29032258
24_22__walk_down_hall_angry__7E3GY85F.mp4,0,31,0,31,0,100,100,0
24_23__kitchen_pan__YR5OVD4S.mp4,1,6,25,31,0,0,19.35483871,80.64516129
24_23__kitchen_still__MDSDXSNU.mp4,1,3,28,31,0,0,9.677419355,90.32258065
24_23__kitchen_still__YR5OVD4S.mp4,1,2,29,31,0,0,6.451612903,93.5483871
24_23__outside_talking_still_laughing__YR5OVD4S.mp4,1,0,31,31,0,0,0,100
24_23__podium_speech_happy__YR5OVD4S.mp4,0,31,0,31,0,100,100,0
24_23__talking_against_wall__YR5OVD4S.mp4,0,31,0,31,0,100,100,0
24_23__talking_angry_couch__MDSDXSNU.mp4,1,0,31,31,0,0,0,100
24_23__talking_angry_couch__YR5OVD4S.mp4,1,0,31,31,0,0,0,100
24_23__walking_down_street_outside_angry__YR5OVD4S.mp4,1,0,31,31,0,0,0,100
25_02__exit_phone_room__Z7FQ69VP.mp4,0,31,0,31,0,100,100,0
25_02__outside_talking_pan_laughing__Z7FQ69VP.mp4,1,1,30,31,0,0,3.225806452,96.77419355
25_02__outside_talking_still_laughing__Z7FQ69VP.mp4,1,0,31,31,0,0,0,100
25_02__secret_conversation__Z7FQ69VP.mp4,1,0,31,31,0,0,0,100
25_02__talking_against_wall__Z7FQ69VP.mp4,1,1,30,31,0,0,3.225806452,96.77419355
25_02__walking_down_street_outside_angry__Z7FQ69VP.mp4,1,0,31,31,0,0,0,100
25_02__walking_outside_cafe_disgusted__Z7FQ69VP.mp4,1,13,18,31,0,0,41.93548387,58.06451613
25_06__exit_phone_room__MI9BDQ7M.mp4,1,10,21,31,0,0,32.25806452,67.74193548
25_06__outside_talking_pan_laughing__3QQBVBYN.mp4,1,0,31,31,0,0,0,100
25_06__outside_talking_pan_laughing__MI9BDQ7M.mp4,1,0,31,31,0,0,0,100
25_06__outside_talking_still_laughing__3QQBVBYN.mp4,1,0,31,31,0,0,0,100
25_06__outside_talking_still_laughing__MI9BDQ7M.mp4,1,0,31,31,0,0,0,100
25_06__secret_conversation__3QQBVBYN.mp4,1,0,31,31,0,0,0,100
25_06__walk_down_hall_angry__3QQBVBYN.mp4,0,28,3,31,0,100,90.32258065,9.677419355
25_07__exit_phone_room__IKMKYKPG.mp4,1,10,21,31,0,0,32.25806452,67.74193548
25_07__outside_talking_pan_laughing__IKMKYKPG.mp4,1,0,31,31,0,0,0,100
25_07__outside_talking_pan_laughing__LZYKF7LK.mp4,1,1,30,31,0,0,3.225806452,96.77419355
25_07__walking_down_street_outside_angry__IKMKYKPG.mp4,1,0,31,31,0,0,0,100
25_07__walking_outside_cafe_disgusted__PAE9HCA8.mp4,1,11,20,31,0,0,35.48387097,64.51612903
25_07__walk_down_hall_angry__PAE9HCA8.mp4,0,27,4,31,0,100,87.09677419,12.90322581
25_09__outside_talking_pan_laughing__ODAQ7BZL.mp4,1,0,31,31,0,0,0,100
25_09__outside_talking_still_laughing__ODAQ7BZL.mp4,1,0,31,31,0,0,0,100
25_09__secret_conversation__ODAQ7BZL.mp4,1,0,31,31,0,0,0,100
25_09__talking_against_wall__ODAQ7BZL.mp4,1,2,29,31,0,0,6.451612903,93.5483871
25_09__walking_down_street_outside_angry__5041ODBN.mp4,1,0,31,31,0,0,0,100
25_09__walking_outside_cafe_disgusted__5041ODBN.mp4,1,10,21,31,0,0,32.25806452,67.74193548
25_09__walking_outside_cafe_disgusted__ODAQ7BZL.mp4,1,14,17,31,0,0,45.16129032,54.83870968
25_11__podium_speech_happy__JX0SAMTC.mp4,0,21,10,31,0,100,67.74193548,32.25806452
25_11__walk_down_hall_angry__JX0SAMTC.mp4,0,26,5,31,0,100,83.87096774,16.12903226
25_12__outside_talking_pan_laughing__0SA36BZ5.mp4,1,0,31,31,0,0,0,100
25_12__outside_talking_still_laughing__3PS32GAH.mp4,1,0,31,31,0,0,0,100
25_12__secret_conversation__0SA36BZ5.mp4,1,0,31,31,0,0,0,100
25_12__secret_conversation__MA71PDNV.mp4,1,0,31,31,0,0,0,100
25_12__walking_down_street_outside_angry__MA71PDNV.mp4,1,0,31,31,0,0,0,100
25_12__walking_outside_cafe_disgusted__3PS32GAH.mp4,1,13,18,31,0,0,41.93548387,58.06451613
25_12__walking_outside_cafe_disgusted__FQE07ND1.mp4,1,8,23,31,0,0,25.80645161,74.19354839
25_12__walking_outside_cafe_disgusted__G26LG5N7.mp4,1,10,21,31,0,0,32.25806452,67.74193548
25_12__walk_down_hall_angry__I2X1XTCC.mp4,0,25,6,31,0,100,80.64516129,19.35483871
25_13__exit_phone_room__7YMTAF29.mp4,1,8,23,31,0,0,25.80645161,74.19354839
25_13__outside_talking_pan_laughing__PBM86HKZ.mp4,1,0,31,31,0,0,0,100
25_13__outside_talking_still_laughing__IW9OFVMG.mp4,1,0,31,31,0,0,0,100
25_15__secret_conversation__BXVA6VQB.mp4,1,0,31,31,0,0,0,100
25_15__walking_down_street_outside_angry__BXVA6VQB.mp4,1,0,31,31,0,0,0,100
25_15__walking_down_street_outside_angry__FF95NMIQ.mp4,1,0,31,31,0,0,0,100
25_15__walk_down_hall_angry__BXVA6VQB.mp4,0,25,6,31,0,100,80.64516129,19.35483871
25_18__outside_talking_pan_laughing__41UL3HO6.mp4,1,1,30,31,0,0,3.225806452,96.77419355
25_18__outside_talking_pan_laughing__SEGFKFJG.mp4,1,1,30,31,0,0,3.225806452,96.77419355
25_18__podium_speech_happy__SEGFKFJG.mp4,0,21,10,31,0,100,67.74193548,32.25806452
25_18__talking_against_wall__SEGFKFJG.mp4,1,5,26,31,0,0,16.12903226,83.87096774
25_18__walking_down_street_outside_angry__41UL3HO6.mp4,1,0,31,31,0,0,0,100
